collateral_id,loan_id,collateral_type,collateral_value,valuation_date
7002024,503127,Real Estate,16403.94,2024-09-06
7002025,503541,Equipment,219978.08,2026-01-05
7002026,504021,Commercial Property,33805.05,2025-06-03
7002027,502002,Equipment,28495.54,2023-04-25
7002028,502061,Equipment,103564.42,2023-12-12
7002029,502623,Real Estate,240526.72,2026-01-03
7002030,501179,Real Estate,43366.66,2023-03-26
7002031,501161,Real Estate,47799.0,2023-07-07
7002032,500662,Equipment,3883.06,2023-09-18
7002033,504131,Commercial Property,23936.72,2026-02-11
7002034,501715,Vehicle,167067.6,2025-01-18
7002035,501610,Equipment,326957.14,2024-04-24
7002036,502232,Real Estate,215633.8,2026-08-21
7002037,503727,Equipment,11294.71,2025-05-16
7002038,504499,Vehicle,27421.03,2023-10-30
7002039,500471,Vehicle,84294.02,2024-07-22
7002040,500826,Real Estate,67537.44,2025-08-15
7002041,503713,Commercial Property,14576.24,2023-07-23
7002042,502807,Equipment,36465.39,2024-09-01
7002043,502922,Real Estate,59345.22,2025-10-20
7002044,500509,Vehicle,30524.4,2023-05-26
7002045,504503,Equipment,229783.06,2023-02-03
7002046,503090,Vehicle,109125.68,2025-04-07
7002047,500492,Commercial Property,5836.72,2023-08-03
7002048,503826,Commercial Property,7143.24,2023-11-02
7002049,504926,Commercial Property,5578.72,2026-03-11
7002050,502957,Vehicle,4210.52,2024-01-24
7002051,502303,Equipment,9259.55,2026-04-21
7002052,504188,Vehicle,9546.98,2025-10-11
7002053,502703,Vehicle,522011.23,2024-07-31
7002054,503767,Vehicle,52337.63,2024-09-30
7002055,502954,Vehicle,170246.36,2025-04-03
7002056,501571,Equipment,242990.56,2025-02-05
7002057,504090,Real Estate,112645.38,2025-02-17
7002058,501261,Vehicle,204780.98,2026-02-02
7002059,501440,Vehicle,404318.58,2026-04-03
7002060,501729,Vehicle,48279.93,2024-04-20
7002061,503711,Equipment,6428.18,2025-04-04
7002062,502205,Commercial Property,730933.81,2024-06-25
7002063,502762,Equipment,7377.86,2026-02-19
7002064,501765,Equipment,806823.17,2023-01-22
7002065,504760,Other,40213.73,2025-09-13
7002066,501503,Vehicle,206377.84,2024-10-07
7002067,501167,Real Estate,5983.9,2025-11-30
7002068,501667,Vehicle,28799.65,2023-01-07
7002069,502354,Vehicle,26019.73,2026-02-25
7002070,501819,Equipment,26001.34,2026-07-24
7002071,502645,Vehicle,101005.57,2025-03-19
7002072,504500,Other,53931.33,2023-12-30
7002073,501282,Vehicle,36554.66,2026-01-18
7002074,504134,Other,124443.85,2024-07-18
7002075,501567,Real Estate,44865.89,2023-05-11
7002076,502264,Equipment,613572.25,2026-02-10
7002077,502288,Real Estate,22192.23,2025-06-29
7002078,500855,Commercial Property,262043.5,2023-06-11
7002079,500078,Equipment,13637.01,2025-12-10
7002080,503401,Vehicle,12507.72,2023-06-05
7002081,500860,Vehicle,6683.46,2026-06-22
7002082,502952,Real Estate,7019.23,2026-08-13
7002083,501496,Vehicle,10812.79,2025-09-05
7002084,504158,Real Estate,13425.41,2026-08-26
7002085,504239,Real Estate,5664.01,2026-04-07
7002086,504909,Vehicle,25716.12,2024-12-26
7002087,503969,Real Estate,112995.05,2023-04-17
7002088,504086,Commercial Property,42024.1,2024-09-05
7002089,501689,Vehicle,84536.96,2026-01-30
7002090,502379,Vehicle,171934.33,2023-07-03
7002091,501345,Equipment,17363.09,2023-12-20
7002092,504306,Vehicle,159608.77,2024-06-29
7002093,500949,Commercial Property,56926.03,2026-05-28
7002094,503530,Vehicle,218197.08,2024-01-20
7002095,502662,Commercial Property,295203.44,2023-06-29
7002096,501292,Other,307461.24,2025-11-24
7002097,502637,Real Estate,8865.35,2024-02-14
7002098,503497,Real Estate,320082.97,2025-05-30
7002099,504418,Real Estate,4153.86,2026-08-16
7002100,504941,Real Estate,353245.32,2024-09-19
7002101,504420,Vehicle,14172.48,2025-12-02
7002102,500400,Vehicle,9972.29,2025-05-16
7002103,501836,Real Estate,27853.06,2024-05-21
7002104,503775,Equipment,26480.57,2026-06-26
7002105,501056,Vehicle,3154.28,2023-06-01
7002106,503032,Real Estate,11399.81,2025-07-14
7002107,503670,Real Estate,1195174.62,2023-03-13
7002108,502543,Real Estate,32216.2,2023-11-03
7002109,503179,Real Estate,55997.19,2023-08-29
7002110,503563,Commercial Property,19358.24,2023-08-02
7002111,500191,Real Estate,26855.75,2023-05-27
7002112,502146,Real Estate,12091.87,2024-07-09
7002113,500497,Real Estate,59344.32,2026-05-26
7002114,500548,Vehicle,65856.54,2026-01-07
7002115,501484,Real Estate,143838.56,2025-12-09
7002116,503688,Vehicle,371594.32,2023-06-16
7002117,503025,Equipment,18547.42,2025-11-22
7002118,503829,Real Estate,123368.99,2026-08-18
7002119,501687,Equipment,72847.07,2023-07-31
7002120,500398,Real Estate,24030.24,2024-04-14
7002121,502874,Real Estate,453633.24,2025-03-14
7002122,503738,Commercial Property,174691.97,2023-02-11
7002123,500160,Real Estate,41753.64,2026-03-02
7002124,503926,Vehicle,178459.69,2023-01-14
7002125,503324,Real Estate,16479.67,2023-07-09
7002126,504375,Commercial Property,165558.08,2025-04-07
7002127,503834,Vehicle,259856.17,2024-11-30
7002128,503084,Real Estate,109966.54,2024-05-11
7002129,502058,Other,16824.23,2023-05-10
7002130,501040,Vehicle,192107.09,2023-04-09
7002131,500810,Real Estate,45108.18,2025-08-06
7002132,502746,Real Estate,35771.97,2023-09-07
7002133,503797,Vehicle,118818.87,2023-12-29
7002134,501148,Equipment,17130.73,2026-02-19
7002135,504732,Other,60069.13,2024-03-24
7002136,504788,Vehicle,86084.58,2025-05-19
7002137,500809,Real Estate,24807.77,2023-11-01
7002138,500331,Commercial Property,26775.13,2026-06-17
7002139,504811,Real Estate,446365.43,2024-04-12
7002140,502666,Vehicle,344530.27,2024-08-27
7002141,501531,Equipment,74181.24,2025-08-19
7002142,501406,Real Estate,19871.23,2026-01-09
7002143,501387,Real Estate,42546.04,2023-05-06
7002144,500359,Real Estate,517246.87,2025-07-22
7002145,502535,Commercial Property,12776.85,2024-05-28
7002146,502672,Real Estate,17383.22,2024-05-25
7002147,504556,Real Estate,38570.63,2026-01-07
7002148,501402,Real Estate,233696.52,2026-03-30
7002149,500527,Real Estate,12902.08,2025-01-01
7002150,500329,Real Estate,106675.35,2023-08-15
7002151,501925,Real Estate,235778.66,2023-06-12
7002152,504603,Real Estate,180435.05,2025-06-13
7002153,502454,Vehicle,70155.31,2024-12-29
7002154,502090,Real Estate,322013.7,2023-04-05
7002155,503431,Vehicle,9349.29,2025-05-11
7002156,503327,Real Estate,75406.45,2023-06-04
7002157,501374,Commercial Property,5369.61,2024-01-21
7002158,503562,Vehicle,61719.47,2023-12-28
7002159,500918,Equipment,29286.92,2025-12-24
7002160,504837,Real Estate,165228.53,2025-02-09
7002161,501323,Real Estate,23099.34,2023-04-06
7002162,503292,Vehicle,7274.19,2025-07-11
7002163,500637,Real Estate,21806.63,2026-05-16
7002164,503862,Vehicle,5032.84,2024-07-16
7002165,500405,Equipment,66021.05,2024-01-18
7002166,501048,Vehicle,5645.69,2023-07-22
7002167,500776,Commercial Property,646742.46,2024-06-04
7002168,502923,Real Estate,968137.42,2026-02-26
7002169,501946,Equipment,185294.09,2025-09-03
7002170,503866,Equipment,91531.08,2024-06-05
7002171,503167,Vehicle,23511.08,2023-03-03
7002172,500710,Real Estate,23264.99,2026-06-27
7002173,500458,Vehicle,314732.24,2025-04-23
7002174,501083,Real Estate,610641.99,2024-04-21
7002175,501156,Commercial Property,140442.73,2025-11-09
7002176,502591,Vehicle,131545.89,2025-09-02
7002177,501104,Vehicle,228505.17,2026-08-11
7002178,503845,Vehicle,415738.31,2026-08-20
7002179,501822,Vehicle,21334.37,2026-02-02
7002180,500630,Vehicle,38285.89,2023-06-09
7002181,502162,Vehicle,151264.55,2024-05-20
7002182,501681,Vehicle,78130.8,2025-04-17
7002183,501466,Vehicle,7371.59,2025-10-10
7002184,503627,Vehicle,8809.08,2023-11-16
7002185,502285,Vehicle,168997.77,2024-09-27
7002186,503368,Real Estate,37812.77,2024-04-07
7002187,500498,Equipment,144175.94,2023-10-26
7002188,504530,Other,307581.74,2025-07-22
7002189,504077,Real Estate,21517.78,2026-04-11
7002190,501362,Real Estate,32960.85,2024-12-06
7002191,502948,Vehicle,107349.02,2024-09-13
7002192,503335,Real Estate,158558.24,2023-01-28
7002193,502161,Commercial Property,24491.03,2023-06-29
7002194,500580,Vehicle,15254.2,2023-07-28
7002195,504439,Equipment,307134.74,2024-09-05
7002196,501740,Real Estate,8718.65,2025-12-10
7002197,502977,Commercial Property,57208.5,2026-03-03
7002198,500640,Other,408494.78,2025-10-01
7002199,500222,Equipment,494187.52,2025-06-20
7002200,504827,Real Estate,336349.92,2026-07-04
7002201,504032,Commercial Property,240218.72,2023-12-02
7002202,500682,Real Estate,22566.18,2026-05-01
7002203,501916,Equipment,221801.37,2023-05-15
7002204,501255,Commercial Property,50148.75,2024-05-10
7002205,502309,Equipment,36253.88,2026-04-12
7002206,504238,Real Estate,180842.41,2025-07-14
7002207,504718,Vehicle,35731.48,2026-02-09
7002208,501710,Real Estate,129635.06,2024-01-03
7002209,501568,Commercial Property,7578.44,2023-10-03
7002210,504673,Equipment,449004.76,2026-03-04
7002211,501459,Real Estate,49025.63,2024-04-11
7002212,501376,Real Estate,259840.02,2024-11-25
7002213,504835,Vehicle,16239.02,2026-05-21
7002214,504482,Commercial Property,19681.06,2026-01-22
7002215,500658,Real Estate,261122.07,2025-05-07
7002216,500232,Other,32733.07,2024-05-12
7002217,501219,Other,269806.83,2025-03-19
7002218,502371,Other,282045.23,2024-03-21
7002219,501199,Real Estate,423749.52,2023-04-11
7002220,502456,Equipment,35302.06,2023-10-18
7002221,504004,Real Estate,34520.17,2023-10-14
7002222,501490,Real Estate,661383.27,2023-09-27
7002223,500086,Equipment,28698.5,2023-07-25
7002224,504535,Vehicle,43147.48,2024-02-03
7002225,501598,Equipment,31360.05,2025-01-18
7002226,502569,Equipment,5635.52,2023-02-20
7002227,500035,Real Estate,208033.37,2024-08-15
7002228,500578,Real Estate,26712.98,2024-10-27
7002229,503495,Vehicle,4927.31,2024-05-01
7002230,501796,Real Estate,39495.79,2026-04-20
7002231,503592,Real Estate,9733.86,2025-01-04
7002232,504121,Real Estate,362777.69,2026-02-05
7002233,502226,Vehicle,34062.79,2024-01-30
7002234,500563,Other,13684.49,2025-04-09
7002235,502728,Real Estate,133706.06,2023-10-02
7002236,502387,Real Estate,190084.71,2024-04-19
7002237,500719,Real Estate,55546.28,2025-12-23
7002238,502216,Equipment,270018.9,2025-07-18
7002239,502526,Real Estate,19242.94,2023-06-04
7002240,501612,Vehicle,7822.23,2023-07-13
7002241,502397,Real Estate,138864.3,2026-08-21
7002242,502219,Commercial Property,520609.43,2024-12-11
7002243,504762,Vehicle,6362.13,2023-10-21
7002244,504324,Real Estate,69543.46,2024-01-29
7002245,501502,Real Estate,49205.84,2023-08-05
7002246,501787,Real Estate,64307.1,2026-05-13
7002247,501602,Real Estate,681604.97,2024-08-19
7002248,500445,Vehicle,76779.53,2025-03-23
7002249,501107,Real Estate,35199.81,2025-04-30
7002250,500609,Vehicle,6644.11,2023-12-12
7002251,503337,Vehicle,664236.86,2023-12-11
7002252,503810,Equipment,52390.42,2026-08-12
7002253,500760,Real Estate,134841.02,2024-03-17
7002254,500904,Equipment,15728.39,2023-06-29
7002255,502486,Equipment,129407.12,2024-07-12
7002256,503044,Real Estate,947982.57,2023-08-22
7002257,501712,Real Estate,39661.66,2025-07-25
7002258,503936,Real Estate,21172.92,2025-05-11
7002259,502254,Real Estate,14504.81,2023-09-20
7002260,501047,Vehicle,6195.28,2026-05-09
7002261,502842,Vehicle,73577.11,2023-10-12
7002262,504124,Real Estate,1026888.7,2025-06-30
7002263,500088,Commercial Property,26020.06,2023-11-07
7002264,501984,Commercial Property,55769.01,2023-09-18
7002265,501809,Vehicle,153753.98,2024-05-09
7002266,504176,Vehicle,19881.63,2023-04-27
7002267,500663,Equipment,22085.28,2024-01-12
7002268,504205,Real Estate,2790.45,2025-01-15
7002269,502361,Real Estate,21643.23,2025-06-20
7002270,504429,Vehicle,35406.75,2024-01-30
7002271,501866,Commercial Property,201455.42,2026-01-20
7002272,500068,Vehicle,32953.85,2025-02-05
7002273,504087,Real Estate,29436.0,2026-08-22
7002274,501889,Real Estate,579305.56,2023-06-16
7002275,501964,Vehicle,6866.49,2025-10-05
7002276,503395,Real Estate,61345.88,2024-05-09
7002277,501738,Real Estate,62515.64,2026-01-13
7002278,504851,Real Estate,193315.57,2023-04-09
7002279,500505,Vehicle,394420.11,2023-04-27
7002280,502675,Commercial Property,95465.73,2023-04-07
7002281,503086,Real Estate,699174.48,2024-07-03
7002282,502419,Equipment,281583.16,2024-05-28
7002283,503884,Commercial Property,91477.76,2026-03-04
7002284,501700,Equipment,69365.82,2024-01-17
7002285,504145,Real Estate,83961.49,2025-02-10
7002286,501055,Commercial Property,49968.23,2026-06-12
7002287,503721,Real Estate,35005.67,2023-01-29
7002288,500914,Commercial Property,23697.82,2024-02-19
7002289,502658,Real Estate,177219.76,2023-11-09
7002290,504463,Real Estate,210503.27,2024-07-22
7002291,502353,Real Estate,248221.41,2024-08-06
7002292,502250,Vehicle,392057.17,2026-08-08
7002293,504455,Equipment,4222.01,2023-07-03
7002294,501770,Commercial Property,13760.48,2023-11-11
7002295,500594,Commercial Property,83911.35,2024-01-02
7002296,502193,Equipment,17780.39,2024-05-17
7002297,500448,Equipment,44073.86,2025-08-16
7002298,501578,Vehicle,137076.17,2026-08-17
7002299,502554,Real Estate,406815.88,2025-09-12
7002300,503517,Equipment,54841.02,2025-02-03
7002301,504852,Other,333471.97,2026-07-28
7002302,501285,Real Estate,390086.64,2024-02-22
7002303,501581,Other,355335.82,2024-11-10
7002304,503702,Real Estate,8869.82,2026-03-09
7002305,504413,Commercial Property,31115.97,2024-01-11
7002306,500175,Real Estate,76433.9,2023-08-14
7002307,500884,Commercial Property,44571.9,2024-12-13
7002308,502663,Commercial Property,476947.0,2026-04-09
7002309,503707,Real Estate,20572.43,2024-03-27
7002310,502440,Real Estate,82079.27,2025-10-12
7002311,504782,Vehicle,237187.65,2024-11-28
7002312,501089,Commercial Property,84065.29,2023-04-30
7002313,501707,Equipment,38827.92,2026-03-26
7002314,502778,Real Estate,30009.04,2024-07-21
7002315,500029,Commercial Property,547992.66,2024-10-22
7002316,504807,Real Estate,22813.44,2025-03-02
7002317,504231,Real Estate,7286.99,2023-11-08
7002318,500579,Real Estate,272831.16,2025-02-03
7002319,502880,Real Estate,623688.24,2023-08-07
7002320,502348,Vehicle,194443.83,2026-08-10
7002321,504477,Other,192536.98,2024-10-11
7002322,501622,Commercial Property,12273.45,2024-04-28
7002323,503341,Real Estate,326584.92,2025-02-10
7002324,502027,Real Estate,37456.72,2024-02-11
7002325,504800,Real Estate,11480.1,2025-12-29
7002326,500745,Real Estate,46898.79,2025-07-01
7002327,503771,Real Estate,445845.73,2025-10-02
7002328,502484,Real Estate,611563.02,2023-08-26
7002329,502962,Vehicle,17740.54,2025-06-23
7002330,502007,Real Estate,272646.65,2023-08-03
7002331,502557,Real Estate,559489.93,2026-08-08
7002332,503728,Equipment,185276.09,2023-06-02
7002333,501494,Vehicle,18562.69,2026-08-27
7002334,504227,Vehicle,60311.2,2024-05-15
7002335,502564,Real Estate,39318.5,2024-11-17
7002336,503942,Equipment,23216.02,2025-03-14
7002337,502988,Real Estate,49663.58,2023-11-14
7002338,502054,Equipment,31178.6,2023-08-05
7002339,501555,Real Estate,365102.23,2026-01-07
7002340,504696,Vehicle,239513.57,2024-10-09
7002341,501860,Vehicle,317902.3,2024-07-01
7002342,502832,Equipment,66168.74,2024-07-18
7002343,504210,Equipment,153810.6,2023-11-11
7002344,500337,Real Estate,34850.48,2023-07-21
7002345,502115,Real Estate,25907.02,2024-05-21
7002346,501240,Real Estate,23096.39,2026-07-13
7002347,504828,Commercial Property,19305.58,2024-02-29
7002348,500875,Real Estate,325609.97,2024-08-14
7002349,504649,Vehicle,136881.66,2023-12-16
7002350,504242,Equipment,30020.34,2024-11-16
7002351,501871,Real Estate,37465.52,2026-07-19
7002352,502130,Real Estate,16760.12,2025-01-05
7002353,500408,Other,5337.17,2024-06-30
7002354,504601,Vehicle,5456.13,2024-01-24
7002355,502689,Vehicle,51412.23,2024-09-24
7002356,501137,Real Estate,638062.47,2024-09-17
7002357,500794,Equipment,23927.3,2024-08-31
7002358,500039,Vehicle,19381.39,2023-11-19
7002359,502680,Vehicle,236771.81,2025-12-17
7002360,500540,Real Estate,157665.5,2023-05-10
7002361,501276,Real Estate,198656.18,2023-04-14
7002362,500061,Equipment,324333.09,2026-02-11
7002363,500308,Vehicle,11228.33,2025-05-09
7002364,500301,Real Estate,11792.15,2024-11-26
7002365,502715,Real Estate,26264.22,2024-04-05
7002366,502757,Real Estate,113291.37,2025-05-18
7002367,503954,Vehicle,16703.23,2024-12-28
7002368,500899,Real Estate,146400.41,2024-04-17
7002369,501339,Real Estate,42665.14,2023-05-27
7002370,501389,Vehicle,34762.15,2025-04-14
7002371,501380,Equipment,102868.51,2026-03-09
7002372,502157,Vehicle,11929.59,2025-12-31
7002373,500684,Real Estate,20851.98,2026-04-16
7002374,502989,Real Estate,97571.33,2025-10-19
7002375,503042,Real Estate,22461.13,2025-05-06
7002376,504368,Vehicle,55449.2,2025-02-26
7002377,504046,Equipment,9145.73,2024-01-21
7002378,504589,Vehicle,71280.24,2026-04-10
7002379,504288,Real Estate,356470.9,2026-02-15
7002380,502593,Vehicle,469374.53,2026-01-24
7002381,502113,Real Estate,17787.99,2025-04-02
7002382,504524,Commercial Property,15590.45,2026-07-05
7002383,504083,Equipment,26732.64,2025-03-28
7002384,504512,Real Estate,383248.31,2024-12-11
7002385,503553,Vehicle,11336.2,2025-05-17
7002386,500503,Vehicle,10893.63,2023-08-26
7002387,504998,Vehicle,137736.04,2025-01-05
7002388,501454,Real Estate,50753.35,2023-07-12
7002389,501115,Commercial Property,112993.4,2025-11-17
7002390,502727,Commercial Property,58524.95,2023-12-03
7002391,502768,Real Estate,43920.03,2023-12-06
7002392,502011,Vehicle,23356.59,2026-01-04
7002393,502121,Vehicle,33627.03,2026-06-13
7002394,501657,Real Estate,170649.0,2023-03-01
7002395,504212,Equipment,16376.34,2026-08-23
7002396,504404,Equipment,414012.49,2024-10-20
7002397,502885,Real Estate,343396.23,2025-07-16
7002398,504945,Vehicle,255128.82,2026-04-07
7002399,502277,Real Estate,17453.92,2025-10-03
7002400,504842,Commercial Property,160601.78,2025-03-07
7002401,503906,Vehicle,142430.06,2024-01-10
7002402,502493,Equipment,13858.98,2026-07-10
7002403,504875,Other,122038.86,2024-10-02
7002404,502941,Other,43899.87,2026-03-15
7002405,504269,Real Estate,250199.49,2024-10-11
7002406,502095,Commercial Property,395187.76,2025-04-20
7002407,502256,Vehicle,38416.34,2025-05-16
7002408,501300,Real Estate,2948.71,2025-04-30
7002409,504311,Commercial Property,3715.64,2026-08-13
7002410,502861,Equipment,8867.78,2023-06-24
7002411,501294,Vehicle,1220.77,2024-04-14
7002412,501801,Equipment,330115.44,2024-02-11
7002413,500171,Real Estate,17592.68,2025-10-31
7002414,504431,Real Estate,27446.15,2023-06-20
7002415,503198,Other,139329.93,2023-08-06
7002416,502760,Equipment,139256.44,2024-01-19
7002417,503265,Commercial Property,59707.33,2023-09-22
7002418,501342,Commercial Property,103351.97,2023-05-01
7002419,502667,Vehicle,197889.58,2023-05-30
7002420,503418,Real Estate,55743.84,2024-12-18
7002421,503547,Vehicle,51811.61,2026-02-25
7002422,504352,Equipment,357785.88,2026-03-09
7002423,500302,Equipment,26903.31,2023-12-08
7002424,502208,Commercial Property,197692.31,2023-10-10
7002425,501127,Vehicle,452622.54,2024-06-07
7002426,500356,Other,240329.35,2025-10-16
7002427,501650,Vehicle,89463.98,2024-06-03
7002428,500415,Real Estate,76937.61,2023-07-02
7002429,500660,Vehicle,275469.92,2025-11-19
7002430,502036,Vehicle,185215.03,2024-11-15
7002431,501839,Commercial Property,127964.37,2024-05-03
7002432,503822,Real Estate,62840.4,2023-01-13
7002433,500090,Other,195067.19,2024-07-04
7002434,504061,Other,26026.88,2026-06-24
7002435,503486,Equipment,16905.13,2024-12-22
7002436,504515,Commercial Property,25412.93,2023-12-26
7002437,500049,Equipment,185376.71,2025-09-09
7002438,503751,Equipment,28554.39,2023-05-13
7002439,501474,Other,70381.41,2023-06-03
7002440,501721,Real Estate,114118.41,2024-07-28
7002441,501611,Commercial Property,233215.99,2023-01-19
7002442,502278,Other,32943.38,2024-01-31
7002443,503493,Vehicle,53767.49,2024-08-16
7002444,502744,Other,4942.06,2024-08-30
7002445,503087,Real Estate,103505.45,2024-08-11
7002446,500129,Vehicle,40002.64,2024-06-16
7002447,501953,Vehicle,10782.69,2025-08-11
7002448,500473,Real Estate,22064.88,2026-04-18
7002449,503334,Vehicle,5780.8,2025-04-13
7002450,501615,Real Estate,50533.34,2025-11-14
7002451,501825,Real Estate,27478.98,2023-11-18
7002452,501226,Equipment,18342.16,2024-06-24
7002453,501228,Vehicle,327747.74,2023-07-26
7002454,502764,Real Estate,3514.69,2026-08-28
7002455,503860,Vehicle,51066.42,2025-04-22
7002456,502578,Commercial Property,84988.2,2025-03-30
7002457,500891,Vehicle,56193.26,2024-06-29
7002458,504232,Real Estate,87653.54,2025-08-15
7002459,502722,Commercial Property,212264.43,2025-10-13
7002460,500766,Real Estate,23310.43,2024-11-26
7002461,504151,Real Estate,261074.21,2024-05-28
7002462,502775,Real Estate,487940.82,2026-07-12
7002463,500740,Real Estate,41440.35,2023-07-11
7002464,500843,Equipment,45320.46,2023-06-17
7002465,504794,Real Estate,547862.87,2023-07-25
7002466,503760,Real Estate,60075.71,2026-01-25
7002467,504362,Vehicle,112087.36,2026-03-24
7002468,500502,Other,23291.58,2023-12-21
7002469,501664,Vehicle,26287.52,2026-03-24
7002470,501774,Equipment,28664.52,2023-05-05
7002471,503603,Other,3514.76,2023-09-20
7002472,500864,Real Estate,9733.42,2025-06-29
7002473,500668,Vehicle,147466.49,2026-08-24
7002474,503364,Other,204578.35,2025-06-18
7002475,504330,Real Estate,19102.66,2024-01-03
7002476,504784,Vehicle,74924.27,2023-11-09
7002477,503422,Real Estate,265178.79,2024-07-21
7002478,503991,Commercial Property,360307.55,2024-06-22
7002479,500368,Equipment,10268.6,2023-01-08
7002480,500217,Commercial Property,321800.11,2026-07-11
7002481,502596,Vehicle,16401.74,2025-10-27
7002482,500858,Vehicle,418570.07,2024-11-24
7002483,500507,Vehicle,10723.17,2024-05-20
7002484,504103,Real Estate,427012.54,2025-06-05
7002485,501439,Vehicle,11477.71,2025-03-13
7002486,501685,Other,12410.76,2025-08-14
7002487,500573,Real Estate,464639.8,2023-09-22
7002488,503383,Vehicle,38829.61,2026-01-19
7002489,501517,Vehicle,49791.67,2023-08-31
7002490,504248,Vehicle,135084.29,2026-06-18
7002491,504856,Real Estate,6001.72,2025-01-11
7002492,501516,Vehicle,76506.51,2024-05-09
7002493,502756,Equipment,173260.69,2025-04-24
7002494,503492,Commercial Property,110419.6,2024-10-08
7002495,504508,Real Estate,27180.36,2025-06-01
7002496,502155,Real Estate,85102.61,2024-10-07
7002497,502168,Equipment,16753.82,2023-12-24
7002498,503561,Equipment,198043.16,2025-04-14
7002499,500438,Other,118210.3,2024-05-03
7002500,501247,Vehicle,503482.6,2026-04-25
7002501,503656,Equipment,194595.68,2024-10-27
7002502,500351,Other,20593.39,2024-08-18
7002503,503506,Other,340047.85,2023-03-02
7002504,502221,Equipment,2750.6,2026-03-03
7002505,501201,Real Estate,55413.38,2025-11-29
7002506,503258,Real Estate,215391.03,2025-05-18
7002507,504980,Equipment,12223.11,2023-07-11
7002508,502079,Vehicle,104679.65,2025-01-16
7002509,502109,Equipment,54576.96,2026-03-02
7002510,504154,Real Estate,16568.19,2023-12-03
7002511,502848,Commercial Property,21728.25,2024-11-10
7002512,503994,Real Estate,4700.69,2023-08-30
7002513,503668,Equipment,34298.69,2025-07-15
7002514,500462,Real Estate,308187.96,2026-01-08
7002515,504618,Vehicle,6859.61,2024-11-09
7002516,500411,Commercial Property,76661.57,2025-02-27
7002517,501761,Other,9576.48,2023-01-10
7002518,501831,Commercial Property,708509.93,2024-04-18
7002519,503380,Real Estate,6991.86,2025-10-09
7002520,502517,Real Estate,548790.37,2026-03-24
7002521,500705,Real Estate,400041.74,2023-07-27
7002522,502073,Equipment,287390.45,2024-01-01
7002523,501210,Commercial Property,57299.61,2026-03-05
7002524,501747,Vehicle,13560.81,2024-02-05
7002525,502825,Vehicle,5767.59,2026-01-05
7002526,501895,Equipment,143506.97,2025-09-20
7002527,502598,Other,99688.92,2023-04-30
7002528,500530,Other,24933.91,2026-05-16
7002529,502057,Equipment,20251.03,2024-11-07
7002530,502711,Other,14269.73,2024-12-05
7002531,502540,Other,18969.81,2026-03-31
7002532,504951,Real Estate,252338.89,2026-08-03
7002533,504916,Commercial Property,654890.84,2026-08-08
7002534,502991,Real Estate,593142.33,2024-10-16
7002535,502713,Real Estate,308778.97,2025-02-24
7002536,502741,Real Estate,29491.86,2026-08-26
7002537,501878,Commercial Property,77423.98,2025-10-02
7002538,502552,Vehicle,134029.26,2023-04-23
7002539,500800,Other,95637.46,2025-08-04
7002540,504274,Other,15917.7,2023-05-05
7002541,501487,Vehicle,76271.69,2025-05-15
7002542,503947,Vehicle,266638.62,2024-05-13
7002543,501027,Commercial Property,143858.64,2024-05-10
7002544,503577,Real Estate,926202.88,2023-11-15
7002545,502942,Commercial Property,89765.82,2025-06-28
7002546,500972,Vehicle,202886.49,2023-07-16
7002547,502857,Real Estate,274537.49,2025-07-10
7002548,502270,Equipment,612636.94,2025-02-10
7002549,501645,Equipment,136590.32,2024-09-22
7002550,501706,Real Estate,363097.8,2023-01-05
7002551,501371,Other,305238.64,2025-05-26
7002552,501845,Real Estate,199270.34,2024-07-10
7002553,503091,Vehicle,103583.28,2023-06-15
7002554,503396,Real Estate,135521.87,2024-09-04
7002555,502307,Equipment,19512.88,2025-01-22
7002556,501659,Vehicle,45684.8,2025-01-30
7002557,500109,Real Estate,186934.77,2023-09-02
7002558,502366,Real Estate,40547.1,2023-04-24
7002559,503550,Equipment,3970.57,2024-10-05
7002560,502810,Real Estate,10934.32,2024-02-24
7002561,503415,Equipment,13760.46,2023-03-05
7002562,501959,Equipment,48780.04,2025-04-14
7002563,502144,Commercial Property,24333.99,2024-06-27
7002564,503512,Vehicle,606460.02,2023-05-02
7002565,500291,Real Estate,23796.41,2023-09-14
7002566,501829,Real Estate,441790.88,2025-12-12
7002567,502649,Real Estate,18927.63,2024-05-07
7002568,503876,Real Estate,30425.56,2026-05-12
7002569,503362,Vehicle,577963.24,2023-11-11
7002570,500814,Other,22755.12,2023-12-01
7002571,501209,Commercial Property,124293.74,2023-06-17
7002572,502628,Equipment,21593.48,2026-05-02
7002573,502394,Real Estate,419656.97,2026-03-19
7002574,502721,Other,21027.03,2025-04-16
7002575,500326,Vehicle,11160.21,2026-06-11
7002576,502147,Real Estate,29447.35,2025-12-04
7002577,504742,Vehicle,18831.35,2023-11-06
7002578,501679,Real Estate,39533.29,2025-10-18
7002579,500194,Equipment,36741.43,2023-05-05
7002580,500488,Vehicle,61632.11,2026-07-05
7002581,504758,Other,65202.49,2025-03-19
7002582,503889,Equipment,72466.54,2023-10-29
7002583,503540,Vehicle,72072.98,2025-12-09
7002584,501395,Vehicle,34426.55,2024-09-11
7002585,504620,Equipment,18907.01,2023-05-30
7002586,500236,Commercial Property,504676.99,2026-06-11
7002587,501856,Commercial Property,51402.33,2023-12-28
