payment_id,loan_id,payment_date,scheduled_amount,actual_payment,principal_paid,interest_paid,days_past_due,payment_status
9005924,501975,2021-09-22,6188.58,6366.83,6332.64,34.19,0,Paid
9005925,501975,2021-12-21,5936.01,5778.03,5745.23,32.8,0,Paid
9005926,501976,2022-06-17,1447.08,1323.26,1307.23,16.03,15,Late
9005927,501976,2022-09-15,1522.57,1496.88,1480.02,16.86,0,Paid
9005928,501976,2022-12-14,1494.86,1511.28,1494.72,16.56,0,Paid
9005929,501977,2024-08-23,2189.76,2221.69,2208.26,13.43,0,Paid
9005930,501977,2024-11-21,2209.6,2168.06,2154.5,13.55,0,Paid
9005931,501977,2025-02-19,2318.42,2259.85,2245.64,14.22,0,Paid
9005932,501978,2020-05-21,3692.91,3447.22,3433.77,13.45,15,Late
9005933,501978,2020-08-19,3574.6,3510.88,3497.86,13.02,0,Paid
9005934,501978,2020-11-17,3541.05,3599.15,3586.26,12.9,0,Paid
9005935,501979,2025-06-27,1951.04,1998.93,1978.35,20.58,0,Paid
9005936,501979,2025-09-25,2091.41,1632.56,1610.5,22.06,5,Late
9005937,501979,2025-12-24,2123.76,2090.93,2068.52,22.41,0,Paid
9005938,501980,2024-02-07,1489.97,1385.71,1375.61,10.11,30,Late
9005939,501980,2024-05-07,1386.07,1365.4,1356.0,9.4,0,Paid
9005940,501980,2024-08-05,1388.93,1389.58,1380.16,9.42,0,Paid
9005941,501981,2024-05-13,1245.32,1273.18,1268.84,4.34,0,Paid
9005942,501981,2024-08-11,1158.88,1182.84,1178.81,4.04,0,Paid
9005943,501981,2024-11-09,1158.44,1173.42,1169.38,4.04,0,Paid
9005944,501982,2022-03-12,13907.87,14161.49,14113.97,47.52,15,Late
9005945,501982,2022-06-10,12758.72,11438.06,11394.47,43.59,30,Late
9005946,501982,2022-09-08,12602.69,11094.43,11051.37,43.06,45,Late
9005947,501983,2022-05-08,5347.31,5312.48,5263.73,48.75,0,Paid
9005948,501983,2022-08-06,4937.48,4507.41,4462.4,45.01,60,Late
9005949,501983,2022-11-04,5365.62,5090.59,5041.68,48.92,45,Late
9005950,501984,2020-12-08,1275.57,1279.26,1273.55,5.71,0,Paid
9005951,501984,2021-03-08,1195.33,1212.09,1206.74,5.35,0,Paid
9005952,501984,2021-06-06,1309.65,1336.22,1330.36,5.86,0,Paid
9005953,501985,2019-06-16,14704.85,12085.83,12007.04,78.79,5,Late
9005954,501985,2019-09-14,14884.99,14571.49,14491.73,79.76,0,Paid
9005955,501985,2019-12-13,14699.7,14892.59,14813.83,78.77,0,Paid
9005956,501986,2024-03-30,1872.62,1820.89,1813.04,7.85,0,Paid
9005957,501986,2024-06-28,1762.17,1775.95,1768.56,7.39,0,Paid
9005958,501986,2024-09-26,1805.98,1359.83,1352.26,7.57,90,Late
9005959,501987,2023-08-05,14398.99,13264.9,13105.68,159.23,45,Late
9005960,501987,2023-11-03,14481.11,14686.49,14526.35,160.14,0,Paid
9005961,501987,2024-02-01,14515.78,14185.03,14024.51,160.52,0,Paid
9005962,501988,2025-11-03,2725.61,2731.31,2711.14,20.17,0,Paid
9005963,501988,2026-02-01,2518.66,2584.34,2565.71,18.64,0,Paid
9005964,501988,2026-05-02,2695.52,2685.85,2665.91,19.95,0,Paid
9005965,501989,2020-07-24,14449.93,12112.17,11986.7,125.47,30,Late
9005966,501989,2020-10-22,14999.65,14740.65,14610.41,130.25,0,Paid
9005967,501989,2021-01-20,14274.85,12446.77,12322.82,123.95,5,Late
9005968,501990,2022-02-21,4682.07,4435.77,4381.11,54.66,60,Late
9005969,501990,2022-05-22,4464.43,4490.83,4438.71,52.12,0,Paid
9005970,501990,2022-08-20,4579.55,4707.78,4654.32,53.47,0,Paid
9005971,501991,2019-07-16,15677.27,15765.29,15609.04,156.25,5,Late
9005972,501991,2019-10-14,14630.09,14535.98,14390.17,145.81,0,Paid
9005973,501991,2020-01-12,15498.64,15600.07,15445.6,154.47,0,Paid
9005974,501992,2025-07-16,1574.17,1601.0,1582.59,18.42,0,Paid
9005975,501992,2025-10-14,1561.14,1576.44,1558.17,18.27,0,Paid
9005976,501992,2026-01-12,1517.06,1327.7,1309.95,17.75,60,Late
9005977,501993,2022-06-03,7442.18,7421.77,7398.45,23.32,0,Paid
9005978,501993,2022-09-01,7508.43,7618.79,7595.26,23.53,0,Paid
9005979,501993,2022-11-30,7279.2,7299.19,7276.38,22.81,0,Paid
9005980,501994,2021-12-06,8471.39,6639.82,6605.87,33.96,5,Late
9005981,501994,2022-03-06,8386.43,8629.89,8596.27,33.62,0,Paid
9005982,501994,2022-06-04,9030.66,9020.47,8984.27,36.2,0,Paid
9005983,501995,2025-08-02,14507.03,11543.66,11441.26,102.4,45,Late
9005984,501995,2025-10-31,14275.49,12573.71,12472.95,100.76,45,Late
9005985,501995,2026-01-29,14877.57,12501.39,12396.38,105.01,15,Late
9005986,501996,2021-04-30,1843.55,1409.88,1403.3,6.58,10,Late
9005987,501996,2021-07-29,1907.99,1440.72,1433.92,6.81,5,Late
9005988,501996,2021-10-27,1876.48,1875.76,1869.07,6.69,0,Paid
9005989,501997,2019-11-14,2182.92,2155.23,2142.14,13.1,15,Late
9005990,501997,2020-02-12,2299.32,2367.32,2353.52,13.8,0,Paid
9005991,501997,2020-05-12,2132.86,1823.08,1810.28,12.8,90,Late
9005992,501998,2022-07-25,2712.79,2757.66,2749.72,7.93,0,Paid
9005993,501998,2022-10-23,2687.66,2654.28,2646.42,7.86,0,Paid
9005994,501998,2023-01-21,2852.16,2759.85,2751.51,8.34,15,Late
9005995,501999,2019-05-27,2476.4,2300.68,2275.28,25.4,30,Late
9005996,501999,2019-08-25,2459.71,2382.64,2357.41,25.23,60,Late
9005997,501999,2019-11-23,2369.56,2187.07,2162.76,24.31,90,Late
9005998,502000,2023-01-16,14300.71,12506.73,12381.48,125.25,5,Late
9005999,502000,2023-04-16,14253.53,13363.25,13238.42,124.84,15,Late
9006000,502000,2023-07-15,14718.15,13179.26,13050.36,128.91,5,Late
9006001,502001,2025-03-07,5470.42,4497.14,4433.04,64.1,120,Late
9006002,502001,2025-06-05,5448.38,4670.59,4606.76,63.84,90,Late
9006003,502001,2025-09-03,5468.13,4979.08,4915.01,64.07,60,Late
9006004,502002,2023-05-20,1385.29,1236.93,1224.65,12.28,60,Late
9006005,502002,2023-08-18,1421.93,1140.14,1127.53,12.61,45,Late
9006006,502002,2023-11-16,1444.01,1165.81,1153.0,12.8,90,Late
9006007,502003,2025-09-01,989.78,894.36,886.61,7.75,60,Late
9006008,502003,2025-11-30,1008.48,812.54,804.65,7.89,15,Late
9006009,502003,2026-02-28,974.22,868.9,861.28,7.62,45,Late
9006010,502004,2025-03-29,861.22,726.49,717.13,9.36,45,Late
9006011,502004,2025-06-27,881.25,877.24,867.66,9.58,0,Paid
9006012,502004,2025-09-25,870.22,894.97,885.52,9.46,0,Paid
9006013,502005,2022-02-09,15427.21,13590.73,13506.4,84.34,45,Late
9006014,502005,2022-05-10,14282.69,12443.42,12365.34,78.08,60,Late
9006015,502005,2022-08-08,15741.58,13515.96,13429.9,86.05,90,Late
9006016,502006,2021-07-19,1792.86,1486.42,1478.63,7.78,5,Late
9006017,502006,2021-10-17,1770.05,1508.4,1500.72,7.68,10,Late
9006018,502006,2022-01-15,1742.48,1724.37,1716.8,7.57,0,Paid
9006019,502007,2019-08-17,8480.5,7755.4,7689.39,66.01,10,Late
9006020,502007,2019-11-15,8058.09,6226.42,6163.71,62.72,30,Late
9006021,502007,2020-02-13,8465.22,8706.88,8640.99,65.89,0,Paid
9006022,502008,2023-08-05,2427.7,2493.24,2478.28,14.95,45,Late
9006023,502008,2023-11-03,2460.9,2444.8,2429.64,15.16,0,Paid
9006024,502008,2024-02-01,2536.09,2607.33,2591.71,15.62,0,Paid
9006025,502009,2023-09-02,4436.09,4325.59,4278.42,47.17,0,Paid
9006026,502009,2023-12-01,4524.15,4625.47,4577.36,48.11,0,Paid
9006027,502009,2024-02-29,4323.53,4264.43,4218.45,45.97,10,Late
9006028,502010,2020-03-04,14629.98,14569.22,14430.23,138.98,0,Paid
9006029,502010,2020-06-02,14195.51,14492.84,14357.98,134.86,30,Late
9006030,502010,2020-08-31,13993.15,14146.93,14013.99,132.93,15,Late
9006031,502011,2020-06-21,1135.11,1131.89,1125.08,6.81,0,Paid
9006032,502011,2020-09-19,1134.65,1106.69,1099.88,6.81,0,Paid
9006033,502011,2020-12-18,1199.49,1212.21,1205.01,7.2,0,Paid
9006034,502012,2024-03-24,7972.91,7604.97,7551.02,53.95,30,Late
9006035,502012,2024-06-22,8414.56,8038.06,7981.12,56.94,15,Late
9006036,502012,2024-09-20,8179.01,8026.31,7970.97,55.34,0,Paid
9006037,502013,2023-04-13,14765.46,13236.41,13185.47,50.94,5,Late
9006038,502013,2023-07-12,15704.67,15268.44,15214.26,54.18,0,Paid
9006039,502013,2023-10-10,14512.84,14189.23,14139.17,50.07,0,Paid
9006040,502014,2025-02-11,2122.85,1729.66,1709.0,20.66,45,Late
9006041,502014,2025-05-12,1978.12,2011.95,1992.7,19.25,0,Paid
9006042,502014,2025-08-10,2057.6,2059.38,2039.36,20.03,0,Paid
9006043,502015,2025-06-25,15586.78,12094.95,11956.1,138.85,5,Late
9006044,502015,2025-09-23,14455.3,14240.47,14111.7,128.77,0,Paid
9006045,502015,2025-12-22,14831.22,13992.6,13860.48,132.12,10,Late
9006046,502016,2021-05-18,737.72,716.45,713.45,3.01,0,Paid
9006047,502016,2021-08-16,726.6,725.52,722.56,2.96,0,Paid
9006048,502016,2021-11-14,720.67,569.46,566.53,2.94,30,Late
9006049,502017,2022-10-21,15616.44,15820.88,15669.53,151.35,60,Late
9006050,502017,2023-01-19,15397.2,15678.56,15529.33,149.22,30,Late
9006051,502017,2023-04-19,14280.26,11985.38,11846.98,138.4,30,Late
9006052,502018,2019-05-21,760.96,683.11,676.65,6.46,90,Late
9006053,502018,2019-08-19,774.27,768.12,761.55,6.57,10,Late
9006054,502018,2019-11-17,738.88,569.87,563.6,6.27,5,Late
9006055,502019,2024-02-22,1516.85,1494.95,1486.86,8.09,0,Paid
9006056,502019,2024-05-22,1554.9,1561.14,1552.84,8.29,0,Paid
9006057,502019,2024-08-20,1438.88,1468.6,1460.93,7.67,0,Paid
9006058,502020,2023-02-18,10687.05,11006.71,10899.57,107.14,0,Paid
9006059,502020,2023-05-19,10540.56,10713.06,10607.39,105.67,5,Late
9006060,502020,2023-08-17,9918.29,9885.87,9786.44,99.43,0,Paid
9006061,502021,2020-11-11,2421.48,2369.91,2349.55,20.36,0,Paid
9006062,502021,2021-02-09,2364.56,2382.8,2362.92,19.88,0,Paid
9006063,502021,2021-05-10,2468.57,2492.55,2471.79,20.76,0,Paid
9006064,502022,2019-06-04,15115.11,15495.52,15444.13,51.39,10,Late
9006065,502022,2019-09-02,14824.85,14625.89,14575.48,50.4,0,Paid
9006066,502022,2019-12-01,15140.84,15532.42,15480.94,51.48,0,Paid
9006067,502023,2021-09-09,15665.37,14440.28,14297.85,142.42,45,Late
9006068,502023,2021-12-08,15110.97,13091.8,12954.42,137.38,60,Late
9006069,502023,2022-03-08,15111.09,15080.61,14943.22,137.38,60,Late
9006070,502024,2022-02-18,1976.62,1684.71,1674.47,10.25,60,Late
9006071,502024,2022-05-19,1986.25,1721.95,1711.65,10.3,60,Late
9006072,502024,2022-08-17,1977.92,1871.39,1861.14,10.25,120,Late
9006073,502025,2023-03-30,677.48,691.44,686.81,4.63,60,Late
9006074,502025,2023-06-28,668.15,611.86,607.29,4.57,60,Late
9006075,502025,2023-09-26,677.3,533.77,529.14,4.63,30,Late
9006076,502026,2025-05-30,1070.05,848.61,838.31,10.3,5,Late
9006077,502026,2025-08-28,1052.91,931.27,921.13,10.13,5,Late
9006078,502026,2025-11-26,1015.09,1034.89,1025.11,9.77,0,Paid
9006079,502027,2024-07-31,1895.36,1902.98,1888.91,14.07,0,Paid
9006080,502027,2024-10-29,1858.29,1831.82,1818.02,13.8,0,Paid
9006081,502027,2025-01-27,1944.86,1969.59,1955.15,14.44,0,Paid
9006082,502028,2021-01-28,763.08,774.36,771.07,3.29,30,Late
9006083,502028,2021-04-28,778.68,682.54,679.19,3.35,30,Late
9006084,502028,2021-07-27,807.65,705.48,702.0,3.48,60,Late
9006085,502029,2021-02-28,15247.94,11871.53,11797.32,74.21,60,Late
9006086,502029,2021-05-29,14737.89,15096.22,15024.49,71.72,0,Paid
9006087,502029,2021-08-27,15079.39,15306.28,15232.89,73.39,0,Paid
9006088,502030,2021-07-20,7600.5,7495.51,7470.17,25.33,120,Late
9006089,502030,2021-10-18,7427.51,7530.54,7505.78,24.76,120,Late
9006090,502030,2022-01-16,7540.3,5931.48,5906.34,25.13,45,Late
9006091,502031,2020-01-04,441.69,361.03,359.3,1.73,60,Late
9006092,502031,2020-04-03,469.68,368.35,366.51,1.84,10,Late
9006093,502031,2020-07-02,445.86,426.42,424.67,1.75,5,Late
9006094,502032,2020-09-09,15404.3,15832.14,15649.86,182.28,0,Paid
9006095,502032,2020-12-08,15128.34,13902.71,13723.69,179.02,45,Late
9006096,502032,2021-03-08,14367.23,14426.27,14256.26,170.01,0,Paid
9006097,502033,2019-03-25,6691.66,6724.07,6645.28,78.79,0,Paid
9006098,502033,2019-06-23,6745.49,6727.51,6648.08,79.43,15,Late
9006099,502033,2019-09-21,6702.98,5483.95,5405.02,78.93,45,Late
9006100,502034,2021-01-23,10774.13,10465.4,10384.15,81.25,0,Paid
9006101,502034,2021-04-23,10626.29,9367.72,9287.58,80.14,10,Late
9006102,502034,2021-07-22,11165.28,11458.78,11374.57,84.2,45,Late
9006103,502035,2020-11-26,1441.56,1151.04,1143.53,7.51,90,Late
9006104,502035,2021-02-24,1401.31,1419.02,1411.72,7.3,0,Paid
9006105,502035,2021-05-25,1381.23,1341.81,1334.61,7.19,0,Paid
9006106,502036,2020-01-07,8385.49,7663.99,7576.64,87.35,45,Late
9006107,502036,2020-04-06,8428.6,6516.93,6429.13,87.8,60,Late
9006108,502036,2020-07-05,7883.2,6965.77,6883.66,82.12,45,Late
9006109,502037,2025-08-09,1327.56,1104.67,1096.87,7.8,15,Late
9006110,502037,2025-11-07,1248.62,1042.55,1035.21,7.34,45,Late
9006111,502037,2026-02-05,1367.11,1116.52,1108.49,8.03,5,Late
9006112,502038,2023-04-27,2163.78,1859.23,1852.14,7.09,15,Late
9006113,502038,2023-07-26,2241.49,1815.63,1808.29,7.34,5,Late
9006114,502038,2023-10-24,2254.34,2244.01,2236.62,7.38,0,Paid
9006115,502039,2024-10-30,448.56,457.05,454.7,2.36,0,Paid
9006116,502039,2025-01-28,444.86,437.4,435.06,2.34,0,Paid
9006117,502039,2025-04-28,438.57,450.08,447.77,2.31,0,Paid
9006118,502040,2025-12-29,1112.6,1119.4,1109.78,9.62,0,Paid
9006119,502040,2026-03-29,1091.43,1080.03,1070.59,9.44,45,Late
9006120,502040,2026-06-27,1085.41,1091.01,1081.62,9.39,0,Paid
9006121,502041,2019-02-10,14700.13,14391.73,14267.02,124.71,0,Paid
9006122,502041,2019-05-11,14427.85,14715.55,14593.16,122.4,0,Paid
9006123,502041,2019-08-09,15724.78,15928.22,15794.82,133.4,0,Paid
9006124,502042,2020-10-04,11204.97,11102.33,11006.81,95.52,0,Paid
9006125,502042,2021-01-02,11303.86,11342.56,11246.19,96.37,0,Paid
9006126,502042,2021-04-02,10860.53,9329.36,9236.77,92.59,30,Late
9006127,502043,2023-06-03,10546.28,10725.29,10606.82,118.47,0,Paid
9006128,502043,2023-09-01,10368.14,10452.48,10336.01,116.47,0,Paid
9006129,502043,2023-11-30,10541.9,10658.75,10540.33,118.42,30,Late
9006130,502044,2023-06-12,5379.48,5378.23,5355.45,22.77,0,Paid
9006131,502044,2023-09-10,5023.55,5103.62,5082.36,21.27,0,Paid
9006132,502044,2023-12-09,5218.39,5099.67,5077.58,22.09,0,Paid
9006133,502045,2019-07-02,5183.98,4310.16,4255.46,54.69,30,Late
9006134,502045,2019-09-30,5465.37,4488.56,4430.9,57.66,10,Late
9006135,502045,2019-12-29,5356.22,5234.93,5178.42,56.51,30,Late
9006136,502046,2021-05-03,13160.07,13161.36,13119.69,41.67,0,Paid
9006137,502046,2021-08-01,14272.81,14339.26,14294.06,45.2,0,Paid
9006138,502046,2021-10-30,14033.39,13990.88,13946.44,44.44,0,Paid
9006139,502047,2022-06-20,5658.53,5656.35,5591.8,64.55,0,Paid
9006140,502047,2022-09-18,5803.67,5632.93,5566.72,66.21,0,Paid
9006141,502047,2022-12-17,5749.3,4607.69,4542.1,65.59,90,Late
9006142,502048,2024-03-23,7322.74,7216.59,7160.08,56.51,0,Paid
9006143,502048,2024-06-21,7528.24,7574.44,7516.35,58.09,0,Paid
9006144,502048,2024-09-19,7746.79,7932.3,7872.52,59.78,0,Paid
9006145,502049,2021-07-13,2002.83,1924.07,1911.27,12.8,10,Late
9006146,502049,2021-10-11,1986.09,1976.6,1963.91,12.69,0,Paid
9006147,502049,2022-01-09,2017.66,2025.8,2012.91,12.9,0,Paid
9006148,502050,2022-09-10,9612.93,7889.22,7818.01,71.22,30,Late
9006149,502050,2022-12-09,9629.17,9875.7,9804.37,71.34,0,Paid
9006150,502050,2023-03-09,9588.47,9857.3,9786.27,71.03,0,Paid
9006151,502051,2022-01-27,15537.04,12631.26,12571.06,60.21,45,Late
9006152,502051,2022-04-27,15226.42,11754.7,11695.7,59.0,120,Late
9006153,502051,2022-07-26,14679.05,13919.86,13862.98,56.88,90,Late
9006154,502052,2025-03-28,14433.08,14079.81,13943.17,136.63,0,Paid
9006155,502052,2025-06-26,15099.62,11538.68,11395.74,142.94,5,Late
9006156,502052,2025-09-24,15616.67,11812.24,11664.4,147.84,60,Late
9006157,502053,2022-06-22,2481.74,2421.46,2411.74,9.72,0,Paid
9006158,502053,2022-09-20,2538.81,2486.58,2476.63,9.94,0,Paid
9006159,502053,2022-12-19,2450.2,2521.21,2511.61,9.6,0,Paid
9006160,502054,2022-08-19,7961.45,8010.76,7953.84,56.92,0,Paid
9006161,502054,2022-11-17,7901.68,7874.72,7818.23,56.5,0,Paid
9006162,502054,2023-02-15,8093.09,6481.58,6423.71,57.87,90,Late
9006163,502055,2021-02-16,6417.22,5931.2,5882.48,48.72,90,Late
9006164,502055,2021-05-17,6585.84,5417.29,5367.29,50.0,15,Late
9006165,502055,2021-08-15,6613.74,6759.36,6709.15,50.21,0,Paid
9006166,502056,2024-05-14,243.42,237.78,236.54,1.24,0,Paid
9006167,502056,2024-08-12,230.83,234.74,233.57,1.18,0,Paid
9006168,502056,2024-11-10,234.73,235.85,234.66,1.2,0,Paid
9006169,502057,2021-01-08,1160.74,915.19,904.0,11.19,30,Late
9006170,502057,2021-04-08,1157.79,1111.93,1100.77,11.16,90,Late
9006171,502057,2021-07-07,1247.08,1232.84,1220.81,12.02,0,Paid
9006172,502058,2025-04-09,1586.0,1368.95,1361.14,7.81,5,Late
9006173,502058,2025-07-08,1571.1,1570.88,1563.14,7.74,0,Paid
9006174,502058,2025-10-06,1589.34,1605.0,1597.17,7.83,0,Paid
9006175,502059,2023-10-25,535.67,426.15,423.02,3.12,45,Late
9006176,502059,2024-01-23,514.77,522.35,519.35,3.0,10,Late
9006177,502059,2024-04-22,493.05,503.94,501.07,2.88,0,Paid
9006178,502060,2020-12-29,10449.86,10099.25,10052.84,46.41,15,Late
9006179,502060,2021-03-29,10069.57,9603.17,9558.44,44.73,15,Late
9006180,502060,2021-06-27,10157.34,9976.96,9931.85,45.12,0,Paid
9006181,502061,2022-05-11,3053.38,3100.32,3082.46,17.86,0,Paid
9006182,502061,2022-08-09,3257.52,2693.74,2674.69,19.06,5,Late
9006183,502061,2022-11-07,3229.79,3134.33,3115.43,18.89,0,Paid
9006184,502062,2021-09-20,9653.43,9866.25,9770.2,96.05,0,Paid
9006185,502062,2021-12-19,10156.15,10260.55,10159.49,101.05,0,Paid
9006186,502062,2022-03-19,9744.24,8781.93,8684.98,96.96,15,Late
9006187,502063,2019-08-17,11651.02,11132.84,11086.14,46.7,45,Late
9006188,502063,2019-11-15,12074.16,11772.75,11724.35,48.4,90,Late
9006189,502063,2020-02-13,11910.01,11704.24,11656.5,47.74,60,Late
9006190,502064,2021-02-10,4802.77,4896.26,4850.83,45.43,0,Paid
9006191,502064,2021-05-11,4530.29,4402.61,4359.76,42.85,0,Paid
9006192,502064,2021-08-09,4788.09,4920.1,4874.82,45.29,10,Late
9006193,502065,2020-04-14,990.51,966.65,963.62,3.04,0,Paid
9006194,502065,2020-07-13,1057.09,879.21,875.97,3.24,5,Late
9006195,502065,2020-10-11,1070.51,1100.69,1097.41,3.28,0,Paid
9006196,502066,2024-03-10,720.71,620.98,618.19,2.79,90,Late
9006197,502066,2024-06-08,766.95,773.67,770.69,2.97,90,Late
9006198,502066,2024-09-06,775.36,666.75,663.74,3.0,120,Late
9006199,502067,2025-03-17,958.66,934.2,922.65,11.55,0,Paid
9006200,502067,2025-06-15,965.42,947.87,936.24,11.63,0,Paid
9006201,502067,2025-09-13,924.54,950.46,939.32,11.14,0,Paid
9006202,502068,2019-05-30,1712.74,1686.93,1675.12,11.82,5,Late
9006203,502068,2019-08-28,1669.13,1660.4,1648.88,11.52,0,Paid
9006204,502068,2019-11-26,1716.16,1743.62,1731.78,11.84,0,Paid
9006205,502069,2019-07-15,12900.86,12771.27,12649.79,121.48,0,Paid
9006206,502069,2019-10-13,12147.84,12203.0,12088.61,114.39,0,Paid
9006207,502069,2020-01-11,11768.81,10362.27,10251.45,110.82,30,Late
9006208,502070,2022-07-27,1489.32,1450.64,1444.82,5.82,0,Paid
9006209,502070,2022-10-25,1388.8,1208.56,1203.13,5.43,45,Late
9006210,502070,2023-01-23,1354.22,1314.85,1309.56,5.29,45,Late
9006211,502071,2020-06-24,910.82,937.95,931.12,6.83,0,Paid
9006212,502071,2020-09-22,967.86,957.13,949.87,7.26,0,Paid
9006213,502071,2020-12-21,967.95,995.91,988.65,7.26,0,Paid
9006214,502072,2020-05-09,13241.16,10300.28,10175.04,125.24,10,Late
9006215,502072,2020-08-07,13347.07,13155.33,13029.09,126.24,0,Paid
9006216,502072,2020-11-05,14075.55,14417.32,14284.18,133.13,15,Late
9006217,502073,2019-12-26,15561.32,15445.97,15315.65,130.33,0,Paid
9006218,502073,2020-03-25,15712.61,13296.47,13164.88,131.59,10,Late
9006219,502073,2020-06-23,15175.03,12164.23,12037.14,127.09,10,Late
9006220,502074,2023-06-13,1036.34,1018.49,1013.94,4.54,45,Late
9006221,502074,2023-09-11,1121.06,1132.57,1127.66,4.91,0,Paid
9006222,502074,2023-12-10,1057.6,974.2,969.57,4.64,5,Late
9006223,502075,2025-12-25,1789.27,1780.56,1766.8,13.76,0,Paid
9006224,502075,2026-03-25,1844.11,1586.47,1572.29,14.18,10,Late
9006225,502075,2026-06-23,1892.44,1890.55,1876.0,14.56,0,Paid
9006226,502076,2024-03-10,2402.15,2373.54,2346.28,27.26,0,Paid
9006227,502076,2024-06-08,2478.19,2511.92,2483.79,28.13,0,Paid
9006228,502076,2024-09-06,2255.17,2164.84,2139.24,25.6,60,Late
9006229,502077,2025-05-19,13614.84,13849.98,13705.09,144.88,15,Late
9006230,502077,2025-08-17,13086.29,11686.69,11547.43,139.26,30,Late
9006231,502077,2025-11-15,13568.12,12881.23,12736.84,144.39,15,Late
9006232,502078,2025-05-13,1359.48,1335.01,1328.07,6.94,0,Paid
9006233,502078,2025-08-11,1435.94,1419.51,1412.17,7.34,0,Paid
9006234,502078,2025-11-09,1340.03,1325.16,1318.32,6.85,0,Paid
9006235,502079,2023-03-09,15152.63,15077.22,14999.06,78.16,5,Late
9006236,502079,2023-06-07,14382.15,13977.0,13902.81,74.19,0,Paid
9006237,502079,2023-09-05,15593.42,15857.38,15776.94,80.44,0,Paid
9006238,502080,2023-01-04,4892.81,4837.93,4779.71,58.22,0,Paid
9006239,502080,2023-04-04,4521.36,4613.91,4560.11,53.8,0,Paid
9006240,502080,2023-07-03,4618.54,4725.75,4670.78,54.96,0,Paid
9006241,502081,2023-04-25,5153.06,5008.04,4949.56,58.49,0,Paid
9006242,502081,2023-07-24,5001.85,4858.68,4801.9,56.77,0,Paid
9006243,502081,2023-10-22,5216.84,5338.12,5278.9,59.21,0,Paid
9006244,502082,2020-06-06,1716.46,1729.2,1720.19,9.01,0,Paid
9006245,502082,2020-09-04,1742.05,1713.67,1704.52,9.15,0,Paid
9006246,502082,2020-12-03,1630.79,1649.84,1641.27,8.56,0,Paid
9006247,502083,2021-11-21,1128.26,1052.98,1048.16,4.82,60,Late
9006248,502083,2022-02-19,1030.33,1009.19,1004.78,4.4,60,Late
9006249,502083,2022-05-20,1078.84,926.77,922.16,4.61,30,Late
9006250,502084,2019-06-14,4674.46,4733.66,4701.45,32.21,0,Paid
9006251,502084,2019-09-12,5063.13,4919.84,4884.95,34.89,0,Paid
9006252,502084,2019-12-11,4855.06,3711.79,3678.33,33.46,5,Late
9006253,502085,2024-04-07,8984.87,9194.59,9092.31,102.28,90,Late
9006254,502085,2024-07-06,9227.16,8689.84,8584.8,105.04,60,Late
9006255,502085,2024-10-04,9280.43,8683.15,8577.51,105.64,90,Late
9006256,502086,2020-12-20,5934.64,6086.02,6064.66,21.36,0,Paid
9006257,502086,2021-03-20,6002.06,6095.97,6074.36,21.61,0,Paid
9006258,502086,2021-06-18,5578.9,5666.06,5645.97,20.08,0,Paid
9006259,502087,2024-07-31,12918.82,13230.85,13192.63,38.22,45,Late
9006260,502087,2024-10-29,13496.79,13531.76,13491.83,39.93,0,Paid
9006261,502087,2025-01-27,12931.22,9703.16,9664.91,38.25,30,Late
9006262,502088,2019-06-01,14292.05,14463.98,14295.93,168.05,0,Paid
9006263,502088,2019-08-30,15509.96,15225.46,15043.09,182.37,0,Paid
9006264,502088,2019-11-28,14278.75,14392.43,14224.53,167.89,0,Paid
9006265,502089,2025-02-18,2702.57,2665.03,2655.77,9.26,0,Paid
9006266,502089,2025-05-19,2525.19,2473.37,2464.72,8.65,0,Paid
9006267,502089,2025-08-17,2666.85,2651.32,2642.18,9.13,0,Paid
9006268,502090,2023-05-15,7766.92,7981.72,7894.6,87.12,0,Paid
9006269,502090,2023-08-13,7598.1,7095.77,7010.54,85.23,5,Late
9006270,502090,2023-11-11,7466.59,6430.35,6346.6,83.75,60,Late
9006271,502091,2022-06-15,451.51,430.21,426.96,3.25,120,Late
9006272,502091,2022-09-13,437.79,396.54,393.39,3.16,90,Late
9006273,502091,2022-12-12,443.34,369.14,365.94,3.2,45,Late
9006274,502092,2022-06-23,14885.57,15180.65,15118.99,61.65,0,Paid
9006275,502092,2022-09-21,15738.72,15271.88,15206.7,65.18,0,Paid
9006276,502092,2022-12-20,14361.02,12677.56,12618.08,59.48,45,Late
9006277,502093,2021-12-26,2419.9,2349.36,2322.64,26.72,0,Paid
9006278,502093,2022-03-26,2386.07,2320.3,2293.95,26.35,0,Paid
9006279,502093,2022-06-24,2210.43,2232.33,2207.92,24.41,0,Paid
9006280,502094,2020-08-04,1393.3,1355.57,1340.92,14.65,0,Paid
9006281,502094,2020-11-02,1406.92,1446.52,1431.72,14.8,0,Paid
9006282,502094,2021-01-31,1431.99,1434.84,1419.78,15.06,0,Paid
9006283,502095,2024-10-10,13679.29,12212.42,12062.29,150.13,60,Late
9006284,502095,2025-01-08,13639.24,12366.95,12217.26,149.69,90,Late
9006285,502095,2025-04-08,12707.8,10971.62,10832.15,139.47,120,Late
9006286,502096,2019-04-21,1590.12,1198.81,1184.54,14.27,30,Late
9006287,502096,2019-07-20,1640.33,1345.41,1330.69,14.72,5,Late
9006288,502096,2019-10-18,1664.52,1523.66,1508.72,14.94,5,Late
