loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,loan_status,state,origination_date,maturity_date
502521,12796,Mortgage,351361.76,120960.26,8,Active,North Carolina,01-02-2020,19-10-2039
502522,12426,Mortgage,693231.1,151420.86,14.09,Active,New Jersey,31-07-2024,25-06-2031
502523,11232,Equipment Loan,191561.37,153274.04,9.25,Active,Arizona,30-08-2024,13-06-2039
502524,11920,Auto Loan,86175.29,24475.6,13.56,Active,Illinois,18-09-2020,23-08-2025
502525,10815,Mortgage,644719.62,141457.16,9.21,Active,Florida,15-02-2025,29-11-2039
502526,12868,Auto Loan,83711.51,21651.56,12.11,Active,Virginia,02-08-2025,02-07-2031
502527,11384,Auto Loan,66171.57,42579.17,8.48,Active,New Jersey,29-09-2021,03-09-2026
502528,11648,Mortgage,745663.29,658044.63,12.87,Closed,Virginia,25-02-2023,19-01-2030
502529,11291,Auto Loan,65337.02,58902.08,5.45,Active,Georgia,09-08-2021,26-04-2041
502530,12799,Auto Loan,56828.51,41448.55,6.13,Active,Washington,18-04-2022,03-01-2042
502531,12457,Mortgage,617479.67,365186.47,14.2,Fully Paid,Washington,29-03-2020,05-02-2030
502532,11879,Personal Loan,63409.78,62074.69,8.56,Active,Arizona,29-10-2024,16-07-2044
502533,10037,Mortgage,353938.48,180100.89,6.94,Delinquent,Ohio,11-01-2019,05-12-2025
502534,10132,Equipment Loan,292777.1,146736.66,7.3,Active,Massachusetts,14-11-2020,09-10-2027
502535,11505,Personal Loan,38229.66,11310.34,12.39,Active,Virginia,16-03-2025,23-02-2029
502536,11277,Mortgage,331157.55,197985.75,14.49,Closed,California,08-09-2022,03-04-2052
502537,10004,Mortgage,482239.39,105420.77,6.82,Closed,Michigan,30-04-2023,10-02-2038
502538,11221,Mortgage,472685.71,187202.35,6.91,Fully Paid,Ohio,27-08-2024,10-06-2039
502539,12648,Mortgage,805411.34,318650.87,10.64,Active,Pennsylvania,28-07-2021,07-07-2025
502540,11926,Personal Loan,53190.4,25755.96,5.95,Fully Paid,North Carolina,21-11-2020,06-11-2023
502541,12441,Auto Loan,21142.84,14919.62,4.76,Delinquent,New Jersey,13-07-2019,25-04-2034
502542,10913,Equipment Loan,224698.54,63970.81,11.33,Delinquent,Illinois,29-10-2020,14-10-2023
502543,10310,Auto Loan,64438.87,41271.07,12.3,Fully Paid,New Jersey,01-10-2025,05-09-2030
502544,10205,Mortgage,241558.67,68267.27,11.87,Delinquent,Georgia,05-03-2023,28-09-2052
502545,11348,Mortgage,775352.08,317074.79,12.88,Active,Georgia,01-06-2023,11-05-2027
502546,10032,Personal Loan,13696.84,11821.91,8.06,Active,Washington,25-10-2023,12-07-2043
502547,12364,Personal Loan,62744.75,60251.71,7.38,Defaulted,Pennsylvania,10-01-2020,04-12-2026
502548,11112,Mortgage,263186.48,179156.14,10.59,Active,Illinois,20-01-2020,24-12-2024
502549,10908,Mortgage,621901,191640.96,9.76,Fully Paid,North Carolina,17-01-2025,22-12-2029
502550,12511,Mortgage,405232.62,383048.34,13,Active,Ohio,27-05-2024,26-04-2030
502551,11482,Mortgage,635543.48,226755.26,7.41,Active,New Jersey,05-11-2019,18-08-2034
502552,12387,Mortgage,198732.01,123094.71,8.83,Active,Ohio,13-05-2019,21-03-2029
502553,12297,Auto Loan,16540.2,5720.29,10.51,Active,New Jersey,31-12-2024,27-07-2054
502554,12674,Mortgage,344033.64,301233.81,5.37,Closed,Ohio,24-08-2024,24-07-2030
502555,11451,Auto Loan,37886.52,26918.19,8.8,Active,New York,01-02-2021,17-01-2024
502556,11835,Equipment Loan,269124.17,69330.27,14.49,Active,Arizona,11-12-2022,28-08-2042
502557,11044,Mortgage,693762.81,427426.23,8.98,Closed,Virginia,15-06-2019,25-05-2023
502558,12401,Personal Loan,54051.09,48552.89,4.37,Active,Michigan,11-09-2020,21-07-2030
502559,10692,Auto Loan,66416.3,52123.11,13.65,Closed,Michigan,05-01-2025,15-12-2028
502560,11183,Mortgage,815971.78,359337,11.56,Active,Georgia,08-10-2021,22-09-2024
502561,12108,Mortgage,480487.27,138623.34,5.74,Active,Virginia,01-07-2021,25-01-2051
502562,10577,Auto Loan,69605.56,33099.54,12.02,Active,New Jersey,22-09-2020,07-09-2023
502563,12811,Equipment Loan,59366.06,29566.68,9.06,Fully Paid,Illinois,01-06-2024,26-12-2053
502564,11454,Business Loan,78574.46,39363.61,9.91,Active,Michigan,16-09-2024,03-06-2044
502565,12201,Personal Loan,60887.48,9631.45,13.5,Closed,California,29-01-2023,11-11-2037
502566,11405,Mortgage,692696.74,399588.99,6.57,Fully Paid,Georgia,17-10-2024,11-09-2031
502567,11236,Personal Loan,47781.34,19891.34,5.37,Active,Texas,01-04-2024,26-10-2053
502568,11442,Mortgage,260805.77,154019.93,3.51,Fully Paid,Washington,08-07-2024,01-02-2054
502569,12121,Personal Loan,13605.45,9213.32,12.4,Closed,Texas,12-01-2021,28-12-2023
502570,10426,Personal Loan,18427.97,17712.59,3.77,Active,Virginia,23-10-2020,08-10-2023
502571,10946,Personal Loan,27758.1,19112.62,5.44,Active,Texas,10-12-2023,27-08-2043
502572,10738,Personal Loan,39213.51,9237.12,7.37,Fully Paid,Texas,02-08-2022,12-07-2026
502573,11360,Auto Loan,29791.69,6375.47,13.89,Fully Paid,Illinois,20-12-2020,16-07-2050
502574,10050,Auto Loan,28691.45,13368.05,9.3,Fully Paid,New York,12-08-2019,29-04-2039
502575,10663,Mortgage,612336.05,357157.32,10.9,Defaulted,Georgia,01-09-2023,11-08-2027
502576,11954,Auto Loan,17649.24,5585.8,5.31,Active,Texas,14-01-2024,24-12-2027
502577,11624,Auto Loan,23657.33,11776.24,4.64,Active,Virginia,11-07-2021,10-06-2027
502578,11106,Business Loan,70382.75,60762.76,11.63,Fully Paid,Georgia,28-08-2022,06-07-2032
502579,11236,Auto Loan,16805.61,5470.63,4.92,Fully Paid,Texas,30-01-2024,24-12-2030
502580,12345,Business Loan,488196.96,229692.54,14.36,Active,Ohio,15-11-2019,28-08-2034
502581,12013,Auto Loan,56560.77,37359.98,5.55,Fully Paid,Georgia,27-05-2020,21-04-2027
502582,10204,Personal Loan,29878.41,21470.34,12.09,Delinquent,Illinois,22-05-2022,26-04-2027
502583,10568,Auto Loan,86713.17,64857.65,12.45,Active,Massachusetts,20-04-2020,06-01-2040
502584,10918,Equipment Loan,261795.69,235168.68,13.01,Active,Florida,21-02-2024,04-12-2038
502585,11898,Business Loan,599496.83,509006.18,9.98,Active,Texas,31-03-2022,28-02-2028
502586,11592,Mortgage,627627.37,267026.84,13.81,Active,Ohio,17-07-2020,21-06-2025
502587,12365,Mortgage,752183.63,606687.82,14.32,Delinquent,Texas,20-03-2019,26-01-2029
502588,12130,Mortgage,166405.14,53634.06,11.71,Closed,New York,11-05-2023,20-04-2027
502589,11341,Business Loan,129676.04,94946.67,3.99,Active,Washington,26-07-2023,29-06-2028
502590,11950,Business Loan,595394.4,556670.46,6.26,Active,Arizona,10-06-2022,23-03-2037
502591,10042,Mortgage,422762.59,259776.43,9.34,Active,Ohio,27-09-2022,11-09-2025
502592,11546,Personal Loan,62342.78,43214.69,11.36,Fully Paid,Texas,01-06-2024,01-05-2030
502593,11647,Mortgage,715754.61,514092.45,12.23,Active,Arizona,05-07-2021,19-06-2024
502594,10291,Personal Loan,25021.76,18121.23,8.64,Delinquent,Florida,17-08-2019,21-07-2024
502595,10031,Mortgage,383098.32,276796.32,14.27,Active,California,24-09-2020,29-08-2025
502596,10349,Equipment Loan,35173.61,29662.86,3.84,Defaulted,Illinois,21-12-2025,30-10-2035
502597,10179,Business Loan,227068.7,138237.01,12.24,Active,New Jersey,31-08-2025,27-03-2055
502598,12712,Mortgage,288718.11,209351.47,8.47,Active,Illinois,11-04-2023,26-03-2026
502599,12943,Mortgage,195147.69,59463.78,5.21,Fully Paid,Illinois,02-09-2021,12-08-2025
502600,12264,Auto Loan,59256.53,17810.91,14.35,Active,Ohio,27-06-2019,11-06-2022
502601,11829,Auto Loan,53657.35,38638.32,4.09,Fully Paid,Texas,28-06-2022,06-05-2032
502602,12837,Mortgage,577974.61,440606.92,6.39,Active,Texas,28-12-2019,14-09-2039
502603,12603,Personal Loan,29157.23,13030.3,4.96,Active,California,20-04-2024,27-02-2034
502604,10255,Mortgage,287680.73,243447.68,12.74,Active,North Carolina,23-09-2022,10-06-2042
502605,10762,Business Loan,335776.21,200860.88,10.98,Active,Massachusetts,23-04-2022,02-04-2026
502606,10686,Equipment Loan,98859.59,58546.11,11.58,Defaulted,Illinois,14-04-2025,14-03-2031
502607,12651,Mortgage,415606.38,145025.41,5.07,Active,Georgia,30-01-2022,04-01-2027
502608,11877,Business Loan,77488.61,38824.97,6.9,Defaulted,Massachusetts,05-07-2020,20-06-2023
502609,11725,Mortgage,465087.41,343487.61,10.29,Active,Ohio,20-10-2022,29-09-2026
502610,10286,Business Loan,534703.03,220961.8,7.74,Active,California,18-09-2022,12-08-2029
502611,10126,Business Loan,150019.58,117807.65,7.44,Delinquent,Massachusetts,23-08-2020,08-08-2023
502612,11635,Mortgage,354675.38,261142.14,10.52,Defaulted,North Carolina,12-09-2024,28-08-2027
502613,11871,Equipment Loan,43056.45,26488.39,4.87,Fully Paid,Illinois,30-07-2019,09-07-2023
502614,12823,Auto Loan,16798.1,6710.18,7.42,Active,North Carolina,11-08-2021,05-07-2028
502615,11527,Mortgage,448227.85,368649.35,10,Active,Pennsylvania,16-06-2025,26-05-2029
502616,11641,Mortgage,435164.9,251777.56,12.97,Active,New Jersey,18-11-2024,23-10-2029
502617,11074,Mortgage,189141.05,146420.71,6.61,Closed,California,24-09-2023,08-09-2026
502618,11342,Equipment Loan,193000.51,82350.07,4.38,Delinquent,Illinois,07-07-2021,31-05-2028
502619,10516,Personal Loan,18659.23,6741.57,5.66,Delinquent,New Jersey,09-05-2021,18-03-2031
502620,10205,Equipment Loan,286369.93,243300.5,11.14,Active,Georgia,04-03-2021,17-02-2024
502621,11142,Auto Loan,69731.38,60599.41,10.41,Active,California,24-01-2021,24-12-2026
502622,12512,Business Loan,184472.89,67666.74,12.56,Defaulted,Illinois,09-08-2022,03-07-2029
502623,10774,Mortgage,640059.13,296927.58,11.34,Active,Georgia,19-04-2025,19-03-2031
502624,12448,Auto Loan,72708.5,24631.45,12.07,Defaulted,Ohio,22-07-2022,30-05-2032
502625,12163,Mortgage,717908.68,360976.52,8.3,Active,Florida,18-06-2025,12-01-2055
502626,11466,Auto Loan,37634.78,15070.86,10.92,Fully Paid,New York,25-09-2024,04-08-2034
502627,10629,Personal Loan,13952.2,6557.68,11.79,Active,Georgia,27-05-2020,12-05-2023
502628,12583,Equipment Loan,59392.79,33865.36,12.62,Closed,California,02-08-2020,18-07-2023
502629,12040,Auto Loan,78280.17,39647.61,5.44,Fully Paid,Georgia,08-05-2019,06-04-2025
502630,11868,Mortgage,438213.63,155858.57,6.09,Closed,Virginia,07-12-2023,19-09-2038
502631,11832,Auto Loan,44596.25,29409.9,3.76,Active,Ohio,07-12-2024,01-11-2031
502632,10457,Auto Loan,51127.11,20256.38,3.89,Active,Pennsylvania,20-10-2023,07-07-2043
502633,10242,Auto Loan,48575.36,38465.04,11.69,Active,New Jersey,17-06-2019,10-01-2049
502634,10617,Business Loan,589393.06,237051.82,9.28,Active,Georgia,17-06-2021,27-05-2025
502635,10663,Business Loan,108427.84,44393.16,6.19,Active,Georgia,14-02-2024,27-11-2038
502636,12975,Business Loan,402165.94,60561.25,4.78,Delinquent,Michigan,20-01-2019,15-08-2048
502637,11236,Personal Loan,15885.08,11556.3,14.37,Fully Paid,Texas,18-02-2021,13-01-2028
502638,12742,Mortgage,490329.58,199079.12,11.89,Closed,Arizona,13-07-2023,21-05-2033
502639,10111,Business Loan,296834.73,134527.52,3.73,Defaulted,Texas,11-01-2023,24-10-2037
502640,11643,Equipment Loan,108190.92,30561.35,7.3,Active,Texas,21-10-2024,30-08-2034
502641,11734,Auto Loan,39599.3,11726.23,8.48,Closed,California,16-03-2020,01-03-2023
502642,12438,Business Loan,507614.23,288199.14,7.36,Delinquent,Illinois,07-01-2019,12-12-2023
502643,11564,Mortgage,715811.4,350493.4,10.05,Active,Ohio,26-07-2025,30-06-2030
502644,12577,Business Loan,387687.87,335291.51,10.13,Defaulted,California,18-09-2020,05-06-2040
502645,12213,Business Loan,514247.76,118812.84,8.44,Active,Michigan,03-07-2021,27-05-2028
502646,10109,Mortgage,489169.15,300665.01,5.14,Active,Illinois,10-05-2022,08-04-2028
502647,11558,Mortgage,351373.06,208582,10.46,Active,Illinois,21-04-2025,21-03-2031
502648,10286,Personal Loan,28605.78,25758.93,10.08,Delinquent,California,21-09-2024,17-04-2054
502649,11952,Auto Loan,50502.38,15520.57,11.47,Active,Massachusetts,03-11-2022,21-07-2042
502650,10201,Personal Loan,17898.84,4296.11,10.3,Active,Pennsylvania,05-02-2019,30-12-2025
502651,11229,Personal Loan,15017.49,2968.49,13.11,Active,Illinois,22-07-2023,25-06-2028
502652,10784,Business Loan,561759.72,508610.62,10.12,Delinquent,Michigan,04-01-2023,21-09-2042
502653,11322,Business Loan,263007.32,63188.23,9.28,Active,Illinois,03-03-2022,05-02-2027
502654,11804,Mortgage,572399.25,137129.63,14.06,Fully Paid,Pennsylvania,14-04-2023,18-03-2028
502655,11615,Personal Loan,39335.63,9638.91,9.59,Active,Washington,04-01-2022,17-10-2036
502656,10246,Auto Loan,47157.64,32636.66,14.18,Active,New York,14-08-2023,13-07-2029
502657,10488,Personal Loan,39584.44,14786.65,8.37,Delinquent,California,18-07-2024,27-05-2034
502658,10120,Mortgage,212750.62,167621.02,4.25,Active,New Jersey,26-10-2021,10-10-2024
502659,11931,Auto Loan,73222.41,68999.83,9.06,Fully Paid,Massachusetts,31-05-2023,10-05-2027
502660,12563,Equipment Loan,202863.78,126188.86,8.45,Fully Paid,New Jersey,18-09-2025,14-04-2055
502661,12797,Business Loan,111325.35,70521.51,10.88,Active,Georgia,01-06-2022,06-05-2027
502662,11854,Business Loan,587994.72,251216.93,14.27,Active,North Carolina,20-12-2019,15-07-2049
502663,12501,Mortgage,607956.77,549834.2,5.61,Active,Illinois,15-09-2025,09-08-2032
502664,11595,Auto Loan,61270.48,47183.35,13.07,Active,Georgia,02-11-2024,11-09-2034
502665,11544,Auto Loan,57695.21,14234.98,10.48,Fully Paid,Ohio,20-06-2023,19-05-2029
502666,11566,Business Loan,571619.07,373524.28,10.09,Active,New Jersey,08-01-2020,23-12-2022
502667,10901,Business Loan,339307.95,197511.15,10.91,Active,Massachusetts,01-02-2019,10-12-2028
502668,11539,Mortgage,428296.84,245902.65,8.1,Active,Arizona,08-03-2019,23-11-2038
502669,10005,Auto Loan,60640.07,13761.39,7.39,Active,Michigan,13-06-2023,28-05-2026
502670,12854,Personal Loan,73174.48,49237.39,12.45,Active,Ohio,27-02-2024,22-09-2053
502671,11119,Personal Loan,52725.23,17054.83,6.54,Closed,Illinois,09-06-2019,22-03-2034
502672,11904,Auto Loan,74967.08,20639.08,5.54,Active,Florida,13-08-2019,26-05-2034
502673,12743,Mortgage,652247.31,335424.17,9.07,Closed,Arizona,02-11-2021,07-10-2026
502674,10108,Personal Loan,71034.14,22276.63,11.96,Active,Arizona,02-08-2025,17-07-2028
502675,11834,Business Loan,140258.27,104966.41,6.85,Active,California,11-12-2022,25-11-2025
502676,11335,Auto Loan,29733.74,16005.45,11.63,Active,North Carolina,15-02-2022,25-01-2026
502677,12339,Auto Loan,23151.23,3850.83,8.04,Delinquent,Pennsylvania,14-03-2019,05-02-2026
502678,11109,Mortgage,180042.46,125513.17,10.19,Fully Paid,Ohio,10-09-2023,04-08-2030
502679,10443,Auto Loan,23519.89,11077.97,9.18,Active,Florida,08-08-2019,03-03-2049
502680,10811,Mortgage,813564.49,239868.25,12.02,Active,Ohio,28-03-2021,12-03-2024
502681,11833,Business Loan,56707.32,37283.79,12.53,Active,Georgia,16-04-2019,26-03-2023
502682,12134,Equipment Loan,269746.03,77185.1,13.29,Delinquent,North Carolina,22-08-2024,17-07-2031
502683,11793,Mortgage,255353.23,244420.26,12.12,Active,New York,30-01-2024,29-12-2029
502684,10069,Business Loan,574718.89,400494.34,4.41,Active,Michigan,20-02-2021,20-01-2027
502685,12701,Mortgage,410356.49,300587.67,4.53,Delinquent,North Carolina,04-10-2024,29-08-2031
502686,11318,Auto Loan,24080.28,13244.17,9.85,Delinquent,Texas,08-10-2023,01-09-2030
502687,10809,Personal Loan,30577.95,8975.41,11.91,Active,North Carolina,21-11-2024,04-09-2039
502688,12846,Personal Loan,45197.06,42008.29,9.59,Defaulted,Pennsylvania,07-07-2022,31-01-2052
502689,10053,Mortgage,485927.5,89821.17,7.34,Delinquent,North Carolina,02-09-2025,17-08-2028
502690,10904,Personal Loan,5415.23,3448.93,11.81,Active,Massachusetts,26-02-2020,10-02-2023
502691,10247,Personal Loan,67624.48,24962.58,10.02,Closed,Arizona,10-07-2019,22-04-2034
502692,11536,Auto Loan,79972.13,53018.15,5.88,Fully Paid,Texas,19-03-2019,15-02-2025
502693,11199,Mortgage,230342.79,63122.06,11.8,Active,Washington,27-07-2024,01-07-2029
502694,12130,Business Loan,53383.79,15479.19,10.72,Active,New York,13-09-2021,31-05-2041
502695,10978,Business Loan,351074.26,72518.71,7.13,Closed,Washington,07-05-2021,01-12-2050
502696,11016,Personal Loan,5328.97,835.35,8.95,Defaulted,Georgia,06-02-2025,24-10-2044
502697,11805,Auto Loan,28570.05,27230.21,13.03,Defaulted,Virginia,19-09-2024,24-08-2029
502698,11667,Personal Loan,33846.48,18847,12.4,Active,Washington,01-03-2019,24-09-2048
502699,11568,Auto Loan,26120.24,22562.58,11.9,Fully Paid,North Carolina,16-04-2021,16-03-2027
502700,12723,Auto Loan,78148,38208.53,4.54,Delinquent,Michigan,18-09-2024,05-06-2044
502701,10288,Auto Loan,60363.57,19679.33,8.28,Closed,New York,06-06-2024,16-05-2028
502702,12963,Business Loan,391010.74,296470.8,12.02,Active,Texas,24-09-2025,11-06-2045
502703,11865,Mortgage,686472.85,603706.15,5.73,Active,Illinois,28-07-2020,14-04-2040
502704,10342,Mortgage,174915.83,164978.57,13.34,Closed,Illinois,04-01-2022,19-12-2024
502705,12210,Auto Loan,72766.46,54260.5,7.21,Active,Pennsylvania,05-02-2025,21-01-2028
502706,10739,Mortgage,844012.86,386912.74,9.9,Active,Florida,20-11-2022,25-10-2027
502707,10331,Mortgage,762263.92,414732.81,3.58,Fully Paid,Georgia,09-04-2020,21-01-2035
502708,12659,Mortgage,622539.49,206552.77,7.25,Defaulted,Ohio,29-10-2019,02-10-2024
502709,11957,Equipment Loan,122275.38,110257.77,11.93,Fully Paid,Washington,09-05-2023,18-04-2027
502710,12276,Mortgage,181309.07,174145.45,9.15,Active,Massachusetts,03-04-2022,25-02-2029
502711,12874,Personal Loan,18850.93,16582.94,9.11,Active,Pennsylvania,28-04-2021,07-03-2031
502712,11740,Business Loan,415071.39,150373.71,14.42,Active,Arizona,22-06-2023,15-01-2053
502713,10480,Mortgage,322244.78,278982.59,14.38,Closed,Arizona,20-03-2025,04-03-2028
502714,11773,Auto Loan,19193.34,18623.2,5.29,Active,Florida,02-11-2025,26-09-2032
502715,12255,Auto Loan,39035.54,17821.63,6.39,Delinquent,Arizona,27-06-2021,01-06-2026
502716,12213,Mortgage,487778.06,143953.1,8.49,Active,Michigan,12-03-2019,03-02-2026
502717,11702,Auto Loan,19529.32,12768.2,10.9,Active,North Carolina,06-09-2020,20-06-2035
502718,10968,Mortgage,488460.75,307425.38,6.91,Active,New York,15-06-2025,15-05-2031
502719,11507,Business Loan,171386.76,27990.45,6.29,Active,Georgia,12-02-2023,27-01-2026
502720,12121,Mortgage,766214.82,680769.76,14.47,Active,Texas,09-02-2020,18-12-2029
502721,10954,Equipment Loan,38594.8,21493.3,8.64,Fully Paid,New Jersey,12-07-2022,05-06-2029
502722,12577,Equipment Loan,272999.03,229142.65,12.9,Active,California,13-06-2024,18-05-2029
502723,11025,Auto Loan,67352.24,35446.29,7.85,Fully Paid,Ohio,06-04-2024,01-03-2031
502724,11536,Auto Loan,50761.72,7744.39,9.03,Active,Texas,29-10-2020,28-09-2026
502725,11933,Personal Loan,61916.23,43741.08,5.2,Active,Arizona,30-04-2020,15-04-2023
502726,11315,Mortgage,444338.48,264129.11,13.3,Active,Ohio,05-02-2025,10-01-2030
502727,10154,Business Loan,149669.18,51350.66,5.78,Active,New Jersey,01-01-2021,18-09-2040
502728,10147,Equipment Loan,228522.52,84023.28,11.72,Fully Paid,New Jersey,29-04-2023,02-04-2028
502729,11704,Personal Loan,34212.6,5598.89,6.19,Fully Paid,Washington,03-07-2020,12-06-2024
502730,12318,Personal Loan,13671.6,2888.26,7.23,Active,Ohio,10-03-2024,04-10-2053
502731,11518,Auto Loan,52188.17,20727.16,11.75,Fully Paid,Ohio,17-12-2023,25-10-2033
502732,11196,Personal Loan,13921.97,11725.1,10.81,Closed,Washington,05-04-2024,22-12-2043
502733,10555,Business Loan,81782.51,32585.22,6.91,Active,Georgia,25-01-2019,09-01-2022
502734,12007,Mortgage,449984.96,341892.48,9.05,Active,Florida,27-02-2023,11-02-2026
502735,11472,Personal Loan,60573.61,51926.88,4.95,Active,New York,19-06-2023,23-05-2028
502736,12381,Mortgage,708525.37,526977.03,9.71,Closed,Florida,26-02-2023,25-01-2029
502737,11770,Business Loan,157452.11,118764.14,3.62,Active,Texas,16-09-2025,29-06-2040
502738,11043,Equipment Loan,73194.5,67178.67,11.28,Closed,Florida,07-04-2020,24-12-2039
502739,12123,Personal Loan,51536.02,45058.21,5.01,Defaulted,Virginia,27-04-2021,06-04-2025
502740,10643,Business Loan,328435.65,242490.52,9.64,Fully Paid,North Carolina,01-08-2025,25-06-2032
502741,10116,Auto Loan,28478.25,22601.59,12.81,Closed,Washington,13-02-2022,23-01-2026
502742,12741,Business Loan,597699.65,284755.86,5,Active,Texas,08-05-2025,17-03-2035
502743,11054,Auto Loan,32059.71,13106.03,5.91,Active,Ohio,10-01-2021,19-11-2030
502744,11227,Auto Loan,31898.14,5597.99,3.76,Active,North Carolina,11-09-2019,26-08-2022
502745,12458,Personal Loan,45694.54,34979.55,7.02,Active,Pennsylvania,05-02-2025,10-01-2030
502746,11560,Personal Loan,69493.28,45229.7,9.98,Delinquent,New Jersey,25-01-2025,21-08-2054
502747,11259,Business Loan,59649.87,11757.36,13.62,Active,Virginia,27-05-2023,30-04-2028
502748,10352,Mortgage,180043.2,97252.18,3.67,Active,New Jersey,28-08-2022,06-07-2032
502749,12730,Business Loan,385437.22,58552.9,5.72,Active,North Carolina,16-10-2025,30-09-2028
502750,12185,Mortgage,585946.99,94757.93,8.56,Active,Washington,18-12-2019,26-10-2029
502751,12424,Business Loan,159013.44,126606.23,10.94,Active,Illinois,28-04-2024,02-04-2029
502752,10645,Mortgage,279099.25,242047.19,4.99,Active,Massachusetts,30-03-2023,26-02-2029
502753,11271,Mortgage,610543.13,394862.27,10.53,Active,Massachusetts,07-02-2023,20-11-2037
502754,10646,Business Loan,85704.48,82616.11,6.96,Delinquent,Ohio,23-03-2021,20-02-2027
502755,12854,Business Loan,226895.61,211903.88,12.73,Active,Ohio,02-03-2020,09-01-2030
502756,12278,Equipment Loan,298859.08,187664.15,13.19,Closed,New York,25-07-2024,29-06-2029
502757,12460,Mortgage,416379.67,97489.51,4.05,Defaulted,Virginia,21-09-2023,04-07-2038
502758,12609,Auto Loan,39659.54,13397.74,3.84,Defaulted,Michigan,04-04-2023,20-12-2042
502759,12675,Auto Loan,62568.49,52344.48,4.74,Active,Pennsylvania,03-03-2023,14-12-2037
502760,10397,Mortgage,196446.97,140704.07,13.43,Active,Texas,28-02-2022,07-01-2032
502761,10846,Auto Loan,73792.21,18695.17,13.37,Closed,Pennsylvania,29-07-2020,12-05-2035
502762,12392,Personal Loan,44427.03,8620.44,7.43,Active,Texas,23-02-2021,02-01-2031
502763,11828,Business Loan,310778.09,168924.35,13.57,Active,Pennsylvania,25-02-2025,20-01-2032
502764,10807,Personal Loan,6274.72,2542.19,4.04,Fully Paid,Virginia,19-04-2019,30-01-2034
502765,11244,Business Loan,380145.09,179001.93,14.29,Active,Texas,20-02-2021,04-12-2035
502766,11597,Auto Loan,87785.44,29332.17,12.92,Fully Paid,California,18-05-2025,12-12-2054
502767,12684,Mortgage,301541.79,183997.55,4.45,Active,Arizona,11-08-2024,11-07-2030
502768,11347,Mortgage,259317.2,41720.35,9.55,Defaulted,Florida,02-08-2023,06-07-2028
502769,10508,Mortgage,417598.65,285408.98,5.54,Fully Paid,New York,08-12-2023,22-11-2026
502770,11454,Mortgage,470512.86,280076.94,11.46,Defaulted,Michigan,06-02-2025,06-01-2031
502771,12925,Mortgage,566164.96,505741.49,11.92,Active,New York,14-07-2020,31-03-2040
502772,10180,Business Loan,305795.18,153506.03,14.38,Defaulted,Michigan,11-07-2019,28-03-2039
502773,11279,Personal Loan,39001.7,21753.04,13.54,Active,Washington,14-01-2022,24-12-2025
502774,11995,Mortgage,265752.71,248869.81,10.89,Active,New Jersey,13-03-2019,09-02-2025
502775,11528,Mortgage,425921.53,306358.44,4.71,Active,New York,16-12-2024,25-10-2034
502776,11607,Business Loan,562525.25,241073.42,8.92,Active,New York,30-05-2022,04-05-2027
502777,12478,Business Loan,552359.3,123317.22,9.89,Delinquent,California,29-10-2024,03-10-2029
502778,11244,Personal Loan,45134.13,34749.18,9.82,Fully Paid,Texas,20-12-2020,29-10-2030
502779,10443,Business Loan,557038.69,199653.29,9.19,Active,Florida,29-11-2019,24-06-2049
502780,12806,Equipment Loan,60021.81,16589.96,10.42,Active,Illinois,18-02-2019,05-11-2038
502781,11813,Personal Loan,59529.52,34213.56,13.01,Active,Massachusetts,07-12-2019,10-11-2024
502782,12202,Mortgage,832155.77,152866.32,5.97,Active,Texas,19-10-2019,01-08-2034
502783,10860,Auto Loan,29263.68,24246.59,13.7,Defaulted,Massachusetts,16-04-2020,01-04-2023
502784,12903,Auto Loan,22661.49,11332.73,7.99,Fully Paid,Texas,16-11-2022,15-10-2028
502785,10133,Business Loan,392977.2,329547.74,8.83,Active,Arizona,01-03-2023,23-01-2030
502786,10220,Auto Loan,26777.46,13642.64,12.59,Active,Virginia,17-01-2020,11-12-2026
502787,12436,Business Loan,91914.02,46211.11,10.11,Active,Texas,16-06-2021,31-05-2024
502788,11029,Equipment Loan,294445.8,263431.09,5.03,Active,Illinois,06-03-2020,19-02-2023
502789,11460,Mortgage,170103.16,162032.96,14.5,Active,New Jersey,04-05-2024,29-03-2031
502790,12649,Mortgage,569029.96,217830.06,10.11,Delinquent,Virginia,27-02-2022,01-02-2027
502791,12993,Auto Loan,32338.78,5653.08,12.29,Fully Paid,New York,19-02-2025,03-12-2039
502792,12703,Personal Loan,34873.27,21913.31,12.35,Delinquent,North Carolina,21-07-2019,24-06-2024
502793,10365,Business Loan,437862.83,82320.84,4.07,Fully Paid,California,19-02-2020,18-01-2026
502794,12353,Personal Loan,38213.72,10614.16,12.61,Active,Georgia,17-07-2020,30-04-2035
502795,12092,Mortgage,508232.28,288458.2,5.57,Active,Michigan,03-01-2023,20-09-2042
502796,10688,Mortgage,399902.11,336192.34,8.44,Fully Paid,Virginia,10-06-2023,09-05-2029
502797,11156,Business Loan,439631.99,425343.5,12.17,Active,Ohio,25-11-2019,09-11-2022
502798,10716,Personal Loan,33097.89,20018.9,9.26,Closed,Michigan,12-07-2022,05-02-2052
502799,11516,Business Loan,107531.97,68053.18,7.51,Closed,Washington,26-06-2021,31-05-2026
502800,11158,Auto Loan,31730.2,7262.9,12.22,Defaulted,Arizona,19-07-2022,12-06-2029
